,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,order_year,order_month,discount_ratio
1636,52642,order finished,magdelene morse,2011-06-14,9,1485680,0.01,14857.0,furniture,chairs & chairmats,2011,6,0.010000134618491197
1637,52645,order finished,alan hwang,2012-03-07,11,128680,0.09,11581.0,office supplies,pens & art supplies,2012,3,0.08999844575691639
1638,52711,order finished,aimee bixby,2011-09-23,37,402280,0.08,32182.0,office supplies,rubber bands,2011,9,0.07999900566769415
1639,52896,order finished,lena creighton,2010-10-22,9,96520,0.09,8687.0,office supplies,paper,2010,10,0.09000207210940737
1640,52999,order finished,eugene hildebrand,2012-04-25,5,87220,0.04,3489.0,furniture,office furnishings,2012,4,0.04000229305205228
1641,53254,order finished,noel staavos,2009-08-18,34,10884284,0.0,0.0,technology,telephones & communication,2009,8,0.0
1642,53281,order finished,philip brown,2009-04-02,40,28151980,0.08,2252158.0,furniture,chairs & chairmats,2009,4,0.07999998579140792
1643,53285,order returned,eudokia martin,2012-05-24,6,2085920,0.04,83437.0,office supplies,binders & binder accessories,2012,5,0.040000095880954205
1644,53312,order finished,edward nazzal,2009-07-04,23,16826460,0.05,841323.0,office supplies,appliances,2009,7,0.05
1645,53637,order finished,erin ashbrook,2011-03-17,12,902180,0.1,90218.0,office supplies,envelopes,2011,3,0.1
1646,53698,order finished,tamara chand,2012-06-16,10,110660,0.0,0.0,office supplies,pens & art supplies,2012,6,0.0
1647,54183,order finished,mike caudle,2012-04-15,32,5547420,0.02,110948.0,technology,computer peripherals,2012,4,0.019999927894408572
1648,54245,order returned,cari mac intyre,2011-03-24,5,166600,0.09,14994.0,technology,telephones & communication,2011,3,0.09
1649,54339,order returned,alan hwang,2012-05-02,48,6011480,0.02,120230.0,office supplies,appliances,2012,5,0.0200000665393547
1650,54401,order finished,dave hallsten,2011-12-04,34,1340040,0.07,93803.0,office supplies,binders & binder accessories,2011,12,0.07000014924927614
1651,54563,order returned,fred hopkins,2010-10-04,24,1047120,0.01,10471.0,furniture,office furnishings,2010,10,0.0099998089999236
1652,54694,order finished,jonathan howell,2009-09-19,43,225260,0.08,18021.0,office supplies,envelopes,2009,9,0.08000088786291397
1653,54755,order returned,matt collister,2009-12-07,44,6843760,0.0,0.0,technology,computer peripherals,2009,12,0.0
1654,54914,order returned,duane huffman,2011-08-28,32,395860,0.06,23752.0,office supplies,paper,2011,8,0.06000101045824281
1655,55073,order finished,kelly lampkin,2012-03-20,40,4753421,0.01,47534.0,technology,telephones & communication,2012,3,0.009999955821291656
1656,55270,order finished,edward nazzal,2010-01-22,1,70280,0.02,1406.0,office supplies,binders & binder accessories,2010,1,0.020005691519635743
1657,55716,order finished,philip brown,2012-10-22,9,29331100,0.07,2053177.0,office supplies,"scissors, rulers & trimmers",2012,10,0.07
1658,55776,order returned,dean braden,2009-03-22,32,9712200,0.01,97122.0,technology,office machines,2009,3,0.01
1659,55874,order returned,erica smith,2009-02-16,28,417660,0.0,0.0,office supplies,binders & binder accessories,2009,2,0.0
1660,56002,order finished,dave hallsten,2009-07-04,21,1029060,0.04,41162.0,office supplies,envelopes,2009,7,0.039999611295745634
1661,56039,order finished,erica smith,2011-11-25,23,313320,0.07,21932.0,office supplies,paper,2011,11,0.06999872334992978
1662,56710,order finished,jim mitchum,2010-05-11,34,959680,0.02,19194.0,office supplies,storage & organization,2010,5,0.020000416805601866
1663,57092,order finished,david philippe,2010-05-01,29,5641399,0.03,169242.0,technology,telephones & communication,2010,5,0.03000000531782985
1664,57253,order returned,darren budd,2009-01-05,43,156160,0.08,12493.0,furniture,chairs & chairmats,2009,1,0.08000128073770492
1665,57382,order finished,george ashbrook,2009-03-23,25,212080,0.09,19087.0,office supplies,binders & binder accessories,2009,3,0.08999905695963788
1666,57415,order finished,tamara chand,2009-03-24,6,203040,0.02,4061.0,office supplies,storage & organization,2009,3,0.020000985027580773
1667,57606,order finished,darren budd,2010-01-03,37,588960,0.08,47117.0,technology,computer peripherals,2010,1,0.08000033958163542
1668,57794,order finished,edward becker,2009-07-26,16,177680,0.02,3554.0,office supplies,paper,2009,7,0.020002251238180998
1669,58054,order finished,david philippe,2011-01-04,26,122800,0.04,4912.0,furniture,office furnishings,2011,1,0.04
1670,58113,order finished,anemone ratner,2012-02-01,48,725420,0.07,50779.0,office supplies,binders & binder accessories,2012,2,0.06999944859529651
1671,58528,order finished,janet martin,2010-10-27,14,1401900,0.0,0.0,office supplies,appliances,2010,10,0.0
1672,58598,order finished,edward nazzal,2011-08-22,50,27217660,0.1,2721766.0,furniture,chairs & chairmats,2011,8,0.1
1673,58851,order finished,alan hwang,2010-06-07,3,47860,0.1,4786.0,furniture,office furnishings,2010,6,0.1
1674,58853,order finished,eugene hildebrand,2012-05-13,27,10615000,0.09,955350.0,furniture,chairs & chairmats,2012,5,0.09
1675,59015,order finished,andrew roberts,2012-05-26,32,508920,0.09,45803.0,technology,computer peripherals,2012,5,0.0900003929890749
1676,59075,order finished,david smith,2012-02-26,38,851820,0.02,17036.0,office supplies,paper,2012,2,0.019999530417224295
1677,59108,order finished,edward becker,2011-10-07,21,137060,0.09,12335.0,office supplies,pens & art supplies,2011,10,0.08999708157011528
1678,59589,order finished,magdelene morse,2012-04-11,25,3220520,0.06,193231.0,office supplies,storage & organization,2012,4,0.059999937898227614
1679,59685,order finished,jim mitchum,2012-12-10,12,1010400,0.05,50520.0,office supplies,appliances,2012,12,0.05
1680,59845,order finished,ed ludwig,2009-12-22,42,400200,0.04,16008.0,office supplies,rubber bands,2009,12,0.04
1681,134,order returned,michael dominguez,2012-04-30,11,2265200,0.01,22652.0,office supplies,storage & organization,2012,4,0.01
1682,740,order returned,thomas boland,2011-07-15,6,56020,0.09,5042.0,office supplies,labels,2011,7,0.09000357015351661
1683,833,order returned,olvera toch,2009-02-12,1,38640,0.03,1159.0,office supplies,binders & binder accessories,2009,2,0.029994824016563146
1684,1573,order finished,lena radford,2012-12-27,13,1519880,0.09,136789.0,furniture,chairs & chairmats,2012,12,0.089999868410664
1685,1639,order finished,sean christensen,2011-08-19,24,326280,0.09,29365.0,office supplies,paper,2011,8,0.08999938702954517
1686,2053,order finished,todd boyes,2011-02-06,39,38685680,0.01,386857.0,furniture,chairs & chairmats,2011,2,0.010000005169871642
1687,2146,order returned,todd boyes,2012-09-13,41,12222337,0.06,733340.0,technology,telephones & communication,2012,9,0.05999998200016903
1688,2752,order finished,todd boyes,2010-11-18,30,1390940,0.03,41728.0,technology,computer peripherals,2010,11,0.029999856212345608
1689,5445,order finished,michael dominguez,2010-07-25,4,58840,0.06,3530.0,office supplies,labels,2010,7,0.059993201903467026
1690,5699,order returned,sean miller,2012-07-29,2,18500,0.01,185.0,office supplies,labels,2012,7,0.01
1691,6823,order finished,todd boyes,2009-07-21,50,2525440,0.01,25254.0,office supplies,binders & binder accessories,2009,7,0.009999841611758743
1692,6948,order finished,phillip breyer,2010-12-09,15,2287760,0.04,91510.0,technology,computer peripherals,2010,12,0.039999825156484946
1693,7462,order finished,lena radford,2011-02-20,3,145260,0.07,10168.0,office supplies,pens & art supplies,2011,2,0.06999862315847447
1694,7845,order returned,todd boyes,2009-12-13,22,237120,0.06,14227.0,office supplies,binders & binder accessories,2009,12,0.059999156545209174
1695,8033,order finished,michelle ellison,2012-04-24,27,236360,0.06,14182.0,office supplies,appliances,2012,4,0.060001692333728214
1696,8388,order finished,olvera toch,2012-02-23,39,580600,0.07,40642.0,furniture,office furnishings,2012,2,0.07
1697,9761,order finished,todd boyes,2012-01-22,2,405280,0.04,16211.0,technology,office machines,2012,1,0.039999506514015
1698,9863,order finished,sean christensen,2011-09-04,18,67920,0.0,0.0,office supplies,pens & art supplies,2011,9,0.0
1699,10342,order finished,michelle ellison,2011-11-22,45,10362160,0.01,103622.0,furniture,bookcases,2011,11,0.010000038601990318
1700,10434,order finished,michelle ellison,2009-12-23,2,766900,0.06,46014.0,furniture,chairs & chairmats,2009,12,0.06
1701,11040,order finished,scot coram,2011-10-23,44,2204560,0.03,66137.0,office supplies,envelopes,2011,10,0.030000090721050914
1702,11302,order finished,natalie fritzler,2009-03-01,10,1733320,0.09,155999.0,technology,office machines,2009,3,0.09000011538550297
1703,11398,order finished,nathan gelder,2012-08-06,16,219400,0.03,6582.0,office supplies,paper,2012,8,0.03
1704,11584,order finished,sean miller,2009-11-22,48,2994635,0.01,29946.0,technology,telephones & communication,2009,11,0.00999988312432066
1705,11652,order returned,olvera toch,2011-11-10,35,2308280,0.07,161580.0,technology,computer peripherals,2011,11,0.07000017328920236
1706,11686,order finished,michael dominguez,2009-01-27,38,12242397,0.08,979392.0,technology,telephones & communication,2009,1,0.08000001960400402
1707,13895,order finished,michelle ellison,2010-11-20,44,1228680,0.02,24574.0,office supplies,storage & organization,2010,11,0.020000325552625584
1708,14820,order returned,michael dominguez,2012-01-09,39,557804,0.04,22312.0,technology,telephones & communication,2012,1,0.03999971316089523
1709,15170,order finished,thomas boland,2009-03-18,19,712929,0.01,7129.0,technology,telephones & communication,2009,3,0.009999593227376077
1710,15780,order finished,thomas boland,2011-04-13,19,143540,0.03,4306.0,office supplies,rubber bands,2011,4,0.029998606660164413
1711,16098,order finished,patricia hirasaki,2012-07-21,31,960860,0.06,57652.0,furniture,office furnishings,2012,7,0.06000041629373686
1712,16103,order finished,maria zettner,2012-07-15,31,434280,0.0,0.0,office supplies,paper,2012,7,0.0
1713,16610,order finished,thomas boland,2009-10-10,19,1318260,0.09,118643.0,office supplies,envelopes,2009,10,0.08999969656972069
1714,18757,order finished,matthew clasen,2012-05-22,9,444400,0.03,13332.0,office supplies,binders & binder accessories,2012,5,0.03
1715,19431,order finished,nathan gelder,2009-05-23,4,33640,0.08,2691.0,office supplies,pens & art supplies,2009,5,0.07999405469678954
1716,19584,order finished,maria zettner,2009-04-16,6,29071600,0.05,1453580.0,technology,office machines,2009,4,0.05
1717,20262,order finished,patrick o'donnell,2009-12-26,27,1304480,0.02,26090.0,furniture,office furnishings,2009,12,0.02000030663559426
1718,20545,order finished,sean miller,2010-10-09,1,723880,0.05,36194.0,furniture,chairs & chairmats,2010,10,0.05
1719,20577,order finished,patrick o'donnell,2010-02-09,15,1223360,0.05,61168.0,office supplies,binders & binder accessories,2010,2,0.05
1720,20804,order finished,sean miller,2011-11-26,13,8787500,0.08,703000.0,technology,office machines,2011,11,0.08
1721,21414,order finished,harry marie,2011-05-04,34,235820,0.05,11791.0,office supplies,paper,2011,5,0.05
1722,21447,order finished,sean christensen,2010-06-03,15,352480,0.02,7050.0,office supplies,"scissors, rulers & trimmers",2010,6,0.020001134816159782
1723,21479,order finished,patrick o'donnell,2009-08-28,41,582320,0.01,5823.0,office supplies,paper,2009,8,0.009999656546228877
1724,22208,order finished,sean christensen,2009-10-13,37,2276860,0.01,22769.0,technology,computer peripherals,2009,10,0.0100001756805425
1725,22279,order finished,lena radford,2009-12-22,43,4927200,0.03,147816.0,office supplies,paper,2009,12,0.03
1726,23174,order finished,harry marie,2012-07-26,16,7099800,0.06,425988.0,furniture,chairs & chairmats,2012,7,0.06
1727,23333,order finished,michael dominguez,2009-08-05,44,1268240,0.04,50730.0,office supplies,appliances,2009,8,0.04000031539771652
1728,24640,order finished,patrick o'donnell,2011-01-29,12,2759960,0.06,165598.0,furniture,chairs & chairmats,2011,1,0.060000144929636665
1729,25056,order finished,phillip breyer,2010-09-21,41,590240,0.0,0.0,office supplies,paper,2010,9,0.0
1730,26244,order finished,michael dominguez,2010-08-03,16,263440,0.09,23710.0,technology,computer peripherals,2010,8,0.09000151837230488
1731,27201,order finished,scot coram,2012-07-25,10,10113780,0.02,202276.0,furniture,chairs & chairmats,2012,7,0.020000039550000098
1732,27808,order finished,michelle ellison,2010-01-26,9,392240,0.01,3922.0,technology,computer peripherals,2010,1,0.009998980216194166
1733,29573,order finished,michael dominguez,2012-01-16,43,1584420,0.05,79221.0,office supplies,paper,2012,1,0.05
1734,29862,order finished,maria zettner,2011-06-19,34,429280,0.08,34342.0,office supplies,paper,2011,6,0.07999906820723071
1735,30433,order finished,nathan gelder,2010-06-09,17,506760,0.0,0.0,office supplies,"scissors, rulers & trimmers",2010,6,0.0
1736,30532,order finished,victoria wilson,2011-11-26,28,862740,0.03,25882.0,office supplies,binders & binder accessories,2011,11,0.02999976818044834
1737,30597,order finished,michelle ellison,2012-08-05,18,186040,0.07,13023.0,furniture,office furnishings,2012,8,0.07000107503762631
1738,30981,order finished,nathan gelder,2011-02-15,29,15674880,0.1,1567488.0,office supplies,appliances,2011,2,0.1
1739,31751,order finished,todd boyes,2011-05-26,31,826240,0.1,82624.0,office supplies,binders & binder accessories,2011,5,0.1
1740,31873,order finished,shahid collister,2009-11-08,2,283180,0.05,14159.0,office supplies,appliances,2009,11,0.05
1741,32000,order finished,victoria wilson,2012-09-13,49,324320,0.05,16216.0,office supplies,rubber bands,2012,9,0.05
1742,32737,order finished,victoria wilson,2009-10-28,14,734220,0.09,66080.0,office supplies,binders & binder accessories,2009,10,0.09000027239791888
1743,35012,order finished,thomas boland,2012-06-08,10,253580,0.04,10143.0,office supplies,appliances,2012,6,0.03999921129426611
1744,35042,order finished,michael dominguez,2010-12-02,23,2393720,0.06,143623.0,technology,computer peripherals,2010,12,0.05999991644803904
1745,35713,order finished,phillip breyer,2012-10-17,49,2710940,0.04,108438.0,office supplies,binders & binder accessories,2012,10,0.040000147550296204
1746,36229,order finished,patrick o'donnell,2012-09-21,12,2930580,0.02,58612.0,technology,office machines,2012,9,0.020000136491752484
1747,36933,order finished,todd boyes,2011-07-12,32,231620,0.07,16213.0,office supplies,labels,2011,7,0.0699982730334168
1748,37152,order finished,thomas boland,2011-05-22,39,9295380,0.02,185908.0,furniture,chairs & chairmats,2011,5,0.02000004303212994
1749,37223,order finished,victoria wilson,2011-11-10,21,5463460,0.07,382442.0,technology,telephones & communication,2011,11,0.06999996339316111
1750,37254,order finished,katrina bavinger,2009-09-18,28,1479880,0.01,14799.0,office supplies,envelopes,2009,9,0.010000135146092926
1751,37441,order finished,katrina bavinger,2009-02-24,46,29481020,0.0,0.0,furniture,chairs & chairmats,2009,2,0.0
1752,38084,order finished,victoria wilson,2009-03-20,11,200720,0.02,4014.0,office supplies,paper,2009,3,0.019998007174172976
1753,39168,order finished,natalie fritzler,2012-05-17,22,1619820,0.07,113387.0,office supplies,binders & binder accessories,2012,5,0.06999975305898186
1754,39333,order returned,michelle ellison,2010-02-17,31,17910680,0.1,1791068.0,furniture,chairs & chairmats,2010,2,0.1
1755,39589,order finished,olvera toch,2009-08-02,42,1154840,0.0,0.0,office supplies,binders & binder accessories,2009,8,0.0
1756,39906,order finished,sean christensen,2009-03-17,25,164420,0.04,6577.0,office supplies,paper,2009,3,0.04000121639703199
1757,40097,order returned,olvera toch,2009-01-09,47,235760,0.1,23576.0,office supplies,pens & art supplies,2009,1,0.1
1758,40193,order finished,maria zettner,2012-09-02,34,6260403,0.07,438228.0,technology,telephones & communication,2012,9,0.06999996645583359
1759,40258,order finished,michelle ellison,2009-04-09,31,898940,0.05,44947.0,office supplies,appliances,2009,4,0.05
1760,40544,order finished,michelle ellison,2009-04-06,39,4827060,0.06,289624.0,furniture,office furnishings,2009,4,0.060000082866175274
1761,41765,order finished,victoria wilson,2009-12-09,41,409980,0.03,12299.0,office supplies,binders & binder accessories,2009,12,0.02999902434265086
1762,42242,order finished,thomas boland,2009-04-01,23,530620,0.09,47756.0,office supplies,binders & binder accessories,2009,4,0.09000037691756813
1763,42369,order finished,patricia hirasaki,2010-08-05,44,1572520,0.01,15725.0,technology,computer peripherals,2010,8,0.009999872815608069
1764,42690,order finished,olvera toch,2010-09-28,44,37394480,0.02,747890.0,office supplies,binders & binder accessories,2010,9,0.02000001069676594
1765,45184,order finished,victoria wilson,2010-06-17,25,29294520,0.07,2050616.0,technology,copiers & fax,2010,6,0.06999998634556907
1766,45632,order returned,michelle ellison,2010-05-10,50,884620,0.02,17692.0,furniture,office furnishings,2010,5,0.019999547828446113
1767,46276,order returned,sean miller,2012-12-09,4,229660,0.04,9186.0,technology,computer peripherals,2012,12,0.03999825829487068
1768,46566,order finished,patrick o'donnell,2012-04-09,49,3069400,0.07,214858.0,technology,computer peripherals,2012,4,0.07
1769,48198,order finished,sean christensen,2009-11-20,7,5626680,0.1,562668.0,technology,office machines,2009,11,0.1
1770,48453,order finished,victoria wilson,2009-07-26,50,774060,0.04,30962.0,furniture,office furnishings,2009,7,0.03999948324419296
1771,48518,order finished,scot coram,2009-04-02,17,1170940,0.1,117094.0,office supplies,paper,2009,4,0.1
1772,49349,order returned,olvera toch,2011-06-01,11,246680,0.07,17268.0,office supplies,paper,2011,6,0.07000162153397113
1773,49668,order returned,michelle ellison,2009-12-02,25,186440,0.06,11186.0,office supplies,rubber bands,2009,12,0.05999785453765286
1774,50309,order finished,michael nguyen,2011-03-15,36,486360,0.08,38909.0,office supplies,storage & organization,2011,3,0.0800004112180278
1775,52327,order returned,patrick o'donnell,2011-12-20,27,7706940,0.1,770694.0,technology,computer peripherals,2011,12,0.1
1776,52516,order finished,scot coram,2012-01-05,50,9924100,0.08,793928.0,technology,office machines,2012,1,0.08
1777,52800,order finished,todd boyes,2010-10-10,13,52160,0.1,5216.0,office supplies,rubber bands,2010,10,0.1
1778,53574,order finished,scot coram,2012-04-09,8,1339380,0.03,40181.0,office supplies,storage & organization,2012,4,0.029999701354357988
1779,54023,order finished,sean miller,2012-07-22,45,811200,0.07,56784.0,office supplies,binders & binder accessories,2012,7,0.07
1780,55265,order finished,scot coram,2009-09-23,39,1412785,0.06,84767.0,technology,telephones & communication,2009,9,0.05999992921782154
1781,55398,order finished,lena radford,2010-01-20,24,309980,0.07,21699.0,office supplies,appliances,2010,1,0.07000129040583264
1782,55458,order finished,shahid collister,2012-03-16,32,231560,0.07,16209.0,office supplies,binders & binder accessories,2012,3,0.06999913629296943
1783,55809,order finished,michelle ellison,2011-09-10,2,501400,0.03,15042.0,furniture,chairs & chairmats,2011,9,0.03
1784,56992,order finished,maria zettner,2010-04-18,10,630840,0.1,63084.0,office supplies,paper,2010,4,0.1
1785,58210,order finished,patrick o'donnell,2012-12-06,38,288060,0.03,8642.0,office supplies,binders & binder accessories,2012,12,0.030000694299798653
1786,58277,order finished,michael dominguez,2009-01-24,23,589360,0.01,5894.0,office supplies,appliances,2009,1,0.010000678702321162
1787,58720,order returned,nathan gelder,2010-03-07,43,4757640,0.02,95153.0,office supplies,binders & binder accessories,2010,3,0.020000042037648918
1788,58820,order finished,patricia hirasaki,2010-02-27,24,614980,0.01,6150.0,furniture,office furnishings,2010,2,0.010000325213828092
1789,1382,order returned,corey catlett,2010-08-16,5,178670,0.06,10720.0,technology,telephones & communication,2010,8,0.05999888061789892
1790,1411,order finished,ed jacobs,2009-12-20,39,11496400,0.09,1034676.0,furniture,bookcases,2009,12,0.09
1791,1444,order finished,noel staavos,2009-12-05,2,42880,0.02,858.0,office supplies,paper,2009,12,0.020009328358208955
1792,3942,order finished,keith herrera,2010-06-27,22,3119551,0.03,93587.0,technology,telephones & communication,2010,6,0.03000015066270755
1793,4647,order finished,carlos meador,2009-05-13,7,2407460,0.03,72224.0,office supplies,envelopes,2009,5,0.030000083075108205
1794,4960,order returned,corinna mitchell,2011-02-25,30,16727300,0.09,1505457.0,furniture,chairs & chairmats,2011,2,0.09
1795,7367,order finished,raymond fair,2011-06-05,46,607240,0.02,12145.0,technology,computer peripherals,2011,6,0.020000329359067256
1796,7938,order finished,carlos meador,2010-03-13,34,669320,0.05,33466.0,office supplies,pens & art supplies,2010,3,0.05
1797,8320,order finished,karl brown,2009-09-19,35,2284720,0.02,45694.0,technology,computer peripherals,2009,9,0.01999982492384187
1798,8807,order finished,natalie webber,2010-02-25,14,2758675,0.08,220694.0,technology,telephones & communication,2010,2,0.08
1799,9062,order finished,eric barreto,2011-03-20,19,3650840,0.06,219050.0,furniture,office furnishings,2011,3,0.05999989043617359
1800,9602,order finished,hunter lopez,2012-11-10,27,5308320,0.01,53083.0,technology,office machines,2012,11,0.009999962323296259
1801,10209,order finished,barry franz,2010-11-29,14,923100,0.09,83079.0,furniture,office furnishings,2010,11,0.09
1802,10338,order finished,barry franz,2011-07-14,9,1599960,0.04,63998.0,technology,office machines,2011,7,0.03999974999374984
1803,10688,order finished,craig yedwab,2012-05-12,14,1237680,0.05,61884.0,furniture,office furnishings,2012,5,0.05
1804,11206,order finished,eric barreto,2009-12-28,6,355340,0.03,10660.0,office supplies,binders & binder accessories,2009,12,0.02999943715877751
1805,11585,order finished,chuck sachs,2009-03-15,2,401506,0.09,36136.0,technology,telephones & communication,2009,3,0.09000114568649037
1806,12868,order finished,muhammed lee,2011-03-01,2,18740,0.09,1687.0,office supplies,paper,2011,3,0.0900213447171825
1807,14215,order finished,karl brown,2012-07-13,44,4554060,0.07,318784.0,office supplies,paper,2012,7,0.0699999560831434
1808,14662,order finished,karl brown,2011-11-16,24,79380,0.05,3969.0,office supplies,pens & art supplies,2011,11,0.05
1809,14727,order finished,bobby trafton,2012-07-19,50,17064304,0.04,682572.0,furniture,tables,2012,7,0.03999999062370197
1810,15781,order finished,david flashing,2012-09-03,29,1649020,0.01,16490.0,technology,computer peripherals,2012,9,0.00999987871584335
1811,17157,order finished,rick duston,2012-09-19,31,6162942,0.09,554665.0,technology,telephones & communication,2012,9,0.0900000356972368
1812,17795,order finished,troy staebel,2009-04-01,1,35240,0.06,2114.0,office supplies,appliances,2009,4,0.05998864926220204
1813,20449,order finished,nora paige,2010-01-03,19,2433000,0.1,243300.0,office supplies,binders & binder accessories,2010,1,0.1
1814,21890,order returned,amy cox,2011-01-24,27,163800,0.01,1638.0,office supplies,pens & art supplies,2011,1,0.01
1815,22020,order finished,harold dahlen,2010-05-17,37,996560,0.01,9966.0,office supplies,storage & organization,2010,5,0.01000040138074978
1816,22149,order finished,bobby trafton,2011-09-23,47,382260,0.07,26758.0,office supplies,pens & art supplies,2011,9,0.06999947679589807
1817,23078,order finished,jay fine,2011-09-15,18,337900,0.1,33790.0,office supplies,envelopes,2011,9,0.1
1818,23619,order returned,nora paige,2012-12-21,7,2086240,0.06,125174.0,technology,office machines,2012,12,0.05999980826750518
1819,24003,order finished,dan campbell,2009-10-31,49,174880,0.06,10493.0,office supplies,pens & art supplies,2009,10,0.060001143641354074
1820,25442,order finished,george zrebassa,2012-01-05,32,3332000,0.08,266560.0,office supplies,paper,2012,1,0.08
1821,25927,order finished,rick duston,2009-04-22,43,1891800,0.08,151344.0,office supplies,pens & art supplies,2009,4,0.08
1822,26243,order finished,eleni mc crary,2011-07-16,42,142640,0.08,11411.0,office supplies,pens & art supplies,2011,7,0.07999859786876051
1823,28515,order finished,frank atkinson,2010-06-30,33,1501720,0.0,0.0,office supplies,binders & binder accessories,2010,6,0.0
1824,29667,order finished,astrea jones,2009-07-24,14,430620,0.09,38756.0,office supplies,binders & binder accessories,2009,7,0.09000046444661186
1825,30023,order finished,giulietta dortch,2010-10-15,14,314660,0.1,31466.0,office supplies,storage & organization,2010,10,0.1
1826,30215,order finished,cathy hwang,2009-02-26,20,251680,0.1,25168.0,office supplies,paper,2009,2,0.1
1827,31845,order finished,damala kotsonis,2012-10-22,11,229100,0.05,11455.0,office supplies,paper,2012,10,0.05
1828,32999,order finished,david flashing,2009-04-14,14,2773300,0.09,249597.0,furniture,bookcases,2009,4,0.09
1829,35777,order finished,dianna arnett,2010-09-08,35,273440,0.09,24610.0,office supplies,pens & art supplies,2010,9,0.09000146284376828
1830,36005,order finished,fred mc math,2010-09-17,1,59300,0.05,2965.0,office supplies,storage & organization,2010,9,0.05
1831,36196,order finished,christy brittain,2011-08-06,6,124060,0.09,11165.0,furniture,office furnishings,2011,8,0.08999677575366757
1832,36230,order finished,tom prescott,2009-06-10,7,114060,0.0,0.0,technology,computer peripherals,2009,6,0.0
1833,36294,order finished,yana sorensen,2012-08-20,46,1222320,0.04,48893.0,office supplies,binders & binder accessories,2012,8,0.04000016362327377
1834,36737,order finished,harold dahlen,2010-03-15,26,2924323,0.03,87730.0,technology,telephones & communication,2010,3,0.030000106007441723
1835,37287,order finished,brad thomas,2012-11-01,45,260500,0.05,13025.0,office supplies,rubber bands,2012,11,0.05
1836,37831,order finished,cynthia voltz,2012-07-26,30,907740,0.08,72619.0,technology,computer peripherals,2012,7,0.07999977967259347
1837,38372,order finished,dean percer,2010-05-15,33,621980,0.07,43539.0,office supplies,paper,2010,5,0.07000064310749542
1838,38912,order finished,ben peterman,2012-10-28,26,3029927,0.02,60599.0,technology,telephones & communication,2012,10,0.0200001518188392
1839,39040,order finished,astrea jones,2009-05-21,7,38720,0.04,1549.0,office supplies,rubber bands,2009,5,0.0400051652892562
1840,40896,order finished,tracy poddar,2011-09-02,21,311460,0.03,9344.0,office supplies,paper,2011,9,0.030000642137032043
1841,40994,order finished,michael paige,2012-10-09,42,1586080,0.1,158608.0,office supplies,binders & binder accessories,2012,10,0.1
1842,41607,order finished,barry franz,2009-12-19,36,8231480,0.1,823148.0,office supplies,binders & binder accessories,2009,12,0.1
1843,41666,order finished,corey roper,2012-03-03,26,1192312,0.1,119231.0,technology,telephones & communication,2012,3,0.09999983225867055
1844,42306,order finished,maureen gastineau,2012-09-14,18,94800,0.03,2844.0,office supplies,pens & art supplies,2012,9,0.03
1845,42469,order finished,muhammed yedwab,2012-11-08,31,1869740,0.09,168277.0,office supplies,binders & binder accessories,2012,11,0.09000021393348807
1846,42528,order finished,alex grayson,2010-02-23,46,322560,0.01,3226.0,office supplies,rubber bands,2010,2,0.010001240079365079
1847,42884,order finished,muhammed yedwab,2010-03-12,29,24197740,0.04,967910.0,furniture,tables,2010,3,0.040000016530469376
1848,43302,order finished,damala kotsonis,2011-08-23,4,17740,0.09,1597.0,office supplies,pens & art supplies,2011,8,0.09002254791431792
1849,43460,order finished,astrea jones,2012-06-11,2,50180,0.07,3513.0,office supplies,binders & binder accessories,2012,6,0.07000797130330809
1850,43972,order finished,chris cortes,2010-03-16,12,1428782,0.0,0.0,technology,telephones & communication,2010,3,0.0
1851,44000,order finished,dan campbell,2012-10-04,15,1005600,0.0,0.0,office supplies,envelopes,2012,10,0.0
1852,46177,order finished,rick duston,2010-12-05,33,936920,0.01,9369.0,furniture,office furnishings,2010,12,0.00999978653460274
1853,48226,order finished,corey roper,2009-01-06,23,4714900,0.02,94298.0,furniture,bookcases,2009,1,0.02
1854,48455,order finished,amy cox,2009-06-02,34,1635060,0.03,49052.0,office supplies,paper,2009,6,0.030000122319670225
1855,48929,order finished,sara luxemburg,2009-10-22,1,110860,0.01,1109.0,office supplies,paper,2009,10,0.01000360815442901
1856,48994,order finished,christy brittain,2010-10-22,6,2172780,0.03,65183.0,office supplies,storage & organization,2010,10,0.02999981590404919
1857,51111,order finished,eric murdock,2012-02-09,1,122196,0.02,2444.0,technology,telephones & communication,2012,2,0.020000654685914433
1858,55425,order finished,paul knutson,2011-11-01,42,8747707,0.04,349908.0,technology,telephones & communication,2011,11,0.03999996799161197
1859,55815,order finished,cynthia voltz,2011-01-13,28,5720380,0.04,228815.0,furniture,office furnishings,2011,1,0.039999965037287734
1860,55940,order finished,janet martin,2009-04-29,29,5851560,0.03,175547.0,technology,computer peripherals,2009,4,0.030000034178919808
1861,56166,order finished,nicole brennan,2010-08-04,1,284480,0.08,22758.0,furniture,chairs & chairmats,2010,8,0.07999859392575928
1862,57638,order returned,christy brittain,2012-04-22,49,1140860,0.07,79860.0,office supplies,paper,2012,4,0.06999982469365215
1863,57890,order finished,jennifer patt,2009-02-26,15,1606080,0.08,128486.0,office supplies,paper,2009,2,0.07999975094640367
1864,2244,order finished,elpida rittenbach,2010-01-08,19,177220,0.01,1772.0,office supplies,binders & binder accessories,2010,1,0.00999887145920325
